ISO3,Name,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
ITA,Italy,0.474680355,0.475163927,0.475687573,0.475279147,0.479795271,0.496152625,0.497991164,0.49894352,0.497769325,0.496716516,0.509500677,0.517231424,0.518303225,0.51277371,0.508958985,0.510474968,0.5065098,0.496573663,0.496439319,0.511371018,0.51619109,0.510123699,0.505952227,0.5199956,0.52467696,0.522700128
JAM,Jamaica,0.370295224,0.369933598,0.369741526,0.368739061,0.365433633,0.350780927,0.329101537,0.357619668,0.357890261,0.362346726,0.351642683,0.340080391,0.342823978,0.344630968,0.345708273,0.339692473,0.351793858,0.351246693,0.362752147,0.372000324,0.365013059,0.388356579,0.392553632,0.40087815,0.396449717,0.403371202
JPN,Japan,0.577483935,0.580395405,0.582052636,0.582985647,0.589017091,0.59498969,0.592004526,0.589155618,0.603590066,0.610238701,0.634493416,0.710838405,0.709046506,0.711915443,0.716974459,0.742202868,0.745655753,0.750375292,0.758773675,0.711087747,0.706168714,0.6908344,0.697470954,0.693157914,0.691566485,0.689525346
JOR,Jordan,0.357899799,0.359024969,0.366710978,0.372865525,0.371193817,0.369730461,0.36072769,0.350440689,0.374517991,0.378703984,0.384149963,0.384681144,0.401032701,0.408459608,0.400646631,0.399405709,0.400858426,0.408748081,0.407334815,0.419327488,0.421565622,0.411397504,0.40882401,0.405863863,0.400683833,0.407491599
KAZ,Kazakhstan,0.3616819,0.359287657,0.368817799,0.376636495,0.375189478,0.377391454,0.387311837,0.393987796,0.408485895,0.410276815,0.422608232,0.396458894,0.410404627,0.410703393,0.427290452,0.429025286,0.425548335,0.43677842,0.450021128,0.473440419,0.468882419,0.491061655,0.509849286,0.505811213,0.513156977,0.517119452
KEN,Kenya,0.291539198,0.291542111,0.289793018,0.28754898,0.288472561,0.289471516,0.28995501,0.29049097,0.290616631,0.293049332,0.281032674,0.266346391,0.262406787,0.263715233,0.266979043,0.259523228,0.250452594,0.243010565,0.25073944,0.261232589,0.25759991,0.276631491,0.289942819,0.29517649,0.298488077,0.299105691
KIR,Kiribati,0.454329885,0.454329885,0.446629898,0.43892991,0.447597908,0.456265907,0.459052122,0.461838338,0.466582068,0.47988537,0.477622799,0.489626107,0.490269253,0.472300333,0.463108962,0.436940216,0.434068487,0.432514415,0.434710364,0.44210358,0.438341273,0.431972587,0.441342994,0.439577998,0.449039501,0.449909036
PRK,"Korea, Democratic People's Repub",0.363230523,0.363222929,0.366185187,0.369148159,0.373250021,0.377351898,0.384698459,0.391656146,0.380797681,0.374031116,0.375728327,0.36379101,0.376608759,0.379654608,0.36679401,0.359131443,0.359247059,0.364335015,0.354344504,0.341150897,0.338142273,0.341953152,0.342987924,0.345141142,0.343996363,0.343975444
KOR,"Korea, Republic of",0.53951725,0.544483025,0.556003141,0.554788469,0.570300877,0.585786563,0.598409464,0.606472462,0.608713896,0.614477296,0.625490355,0.653686848,0.67455737,0.672869744,0.678201056,0.708127574,0.710511924,0.710991626,0.722256757,0.736719464,0.73204588,0.716543931,0.721320322,0.72805048,0.727323576,0.724714632
KWT,Kuwait,0.375981704,0.379469307,0.380565991,0.381078755,0.383086847,0.38524976,0.388177182,0.391340492,0.396865809,0.398964935,0.389324458,0.394443132,0.405026925,0.404584298,0.402432398,0.409865455,0.400999106,0.398450021,0.406054195,0.409420703,0.398433981,0.408194465,0.404122798,0.415784666,0.426053075,0.466524933
KGZ,Kyrgyzstan,0.360957205,0.362255083,0.369259168,0.371675502,0.370190018,0.377426311,0.378134844,0.378568715,0.375427312,0.361396856,0.337561196,0.288613587,0.314270864,0.315140985,0.329215393,0.326819003,0.343236676,0.334751012,0.345638137,0.366603146,0.359155855,0.388890405,0.39283673,0.390834983,0.395324889,0.393521644
LAO,Lao People's Democratic Republic,0.305146883,0.305579362,0.304718289,0.304207619,0.295232542,0.286275153,0.287722222,0.289546373,0.269101723,0.281119331,0.27368478,0.272051073,0.279552552,0.288779777,0.286246154,0.270427767,0.278439275,0.290244312,0.294713317,0.300506175,0.298855244,0.31406195,0.318650291,0.326134927,0.324531794,0.328270922
LVA,Latvia,0.459337067,0.458339324,0.457284357,0.467618352,0.454612179,0.458537894,0.473909514,0.492996892,0.498148132,0.499317936,0.504223998,0.51962369,0.536006244,0.548158251,0.55420494,0.536163169,0.535796785,0.562847471,0.577542827,0.581405945,0.586406747,0.575905259,0.582135848,0.574507184,0.578292004,0.581806616
LBN,Lebanon,0.300502922,0.300947574,0.306140332,0.310666026,0.313165338,0.315510189,0.3152889,0.315503481,0.31347001,0.312491514,0.30366203,0.275336014,0.272449388,0.279937952,0.300315226,0.312214592,0.315543149,0.317736097,0.323817279,0.329047056,0.328029492,0.3215587,0.313393511,0.306888112,0.29831825,0.290556774
LSO,Lesotho,0.320304295,0.31888174,0.316010517,0.313138122,0.313981402,0.315054635,0.312676056,0.31061465,0.309813862,0.310896506,0.297680736,0.275218685,0.271536417,0.279241435,0.289462488,0.285601296,0.286995211,0.285887783,0.309711705,0.317115357,0.313568783,0.324005,0.323497996,0.316524214,0.309425494,0.311348178
LBR,Liberia,0.27235154,0.272350439,0.27375993,0.275156806,0.277450594,0.288164712,0.289617688,0.291077095,0.294975142,0.302531593,0.332962293,0.420301825,0.257105027,0.241414337,0.261584988,0.263944704,0.264045411,0.273692683,0.284078691,0.292589289,0.289261049,0.293187824,0.29450433,0.289615052,0.278978652,0.278468507
LBY,Libyan Arab Jamahiriya,0.295175699,0.295956394,0.296133277,0.296533899,0.302735743,0.306152791,0.311163356,0.316442099,0.328597636,0.334503223,0.355574827,0.423268495,0.440113479,0.450938266,0.442439994,0.451923906,0.423161837,0.418259309,0.295728948,0.290688428,0.285389063,0.283863684,0.283680458,0.280621406,0.275316438,0.270715042
LIE,Liechtenstein,0.526756215,0.529789685,0.533864732,0.538040392,0.54132331,0.544521624,0.550731105,0.558874412,0.563079569,0.571339497,0.573651989,0.578751664,0.591793793,0.604361451,0.622034994,0.627322148,0.632582019,0.632619897,0.633284228,0.637303779,0.631046931,0.632638398,0.635972998,0.639104587,0.643639515,0.646897021
LTU,Lithuania,0.445849003,0.446849907,0.450423094,0.453545649,0.449543609,0.449641004,0.460038578,0.474389169,0.481715261,0.486550335,0.507692008,0.546507211,0.556691062,0.563299807,0.562203966,0.563651248,0.562079111,0.573236828,0.580526647,0.603375407,0.595700896,0.583504686,0.579603451,0.585761761,0.591833045,0.59568372
LUX,Luxembourg,0.524284511,0.54773086,0.542588991,0.53941693,0.524936749,0.605710008,0.569542924,0.560518483,0.524269233,0.537352316,0.555938119,0.633472023,0.570577607,0.608820873,0.621887524,0.648010473,0.654667687,0.673992198,0.679708398,0.692322418,0.701513293,0.689564857,0.683547112,0.685154636,0.66676578,0.672333282
MKD,Macedonia,0.368675253,0.359575513,0.363386115,0.367892041,0.35733601,0.351892128,0.345938737,0.339650415,0.34870631,0.360595458,0.346784001,0.35119149,0.380901449,0.385042025,0.397911085,0.400884181,0.405314537,0.426824914,0.437073341,0.473140549,0.470043517,0.465315964,0.467303107,0.465020448,0.467728888,0.469304159
MDG,Madagascar,0.306459103,0.30592586,0.301926069,0.297648651,0.304873641,0.309678403,0.307329636,0.311428054,0.327753166,0.323274354,0.316218608,0.292757143,0.299685044,0.298390356,0.281397893,0.255521701,0.256799413,0.261065132,0.257984807,0.263981467,0.263226576,0.264563786,0.263957172,0.267722559,0.266182103,0.266448673
MWI,Malawi,0.307167932,0.307218344,0.311193923,0.317036362,0.315950119,0.315047706,0.311005577,0.306987462,0.31782942,0.32037085,0.316799434,0.304724831,0.303435056,0.299257926,0.300100171,0.281582118,0.282901249,0.278839716,0.271285832,0.262294668,0.261515828,0.281298982,0.279257854,0.274693521,0.279678308,0.28790208
MYS,Malaysia,0.394754113,0.398415133,0.392803941,0.390732294,0.394374881,0.399883005,0.40837157,0.418079899,0.426678315,0.428566234,0.418552719,0.426342634,0.422712607,0.417563499,0.429978613,0.454667476,0.455565872,0.48537473,0.500491183,0.530162379,0.532798777,0.508241965,0.4941012,0.50103118,0.510022421,0.51003132
MDV,Maldives,0.378481083,0.378608514,0.376255174,0.373861047,0.383261578,0.392962031,0.401148419,0.409836479,0.419992999,0.404731585,0.425422601,0.454269196,0.436190399,0.4288283,0.427859584,0.417662573,0.41136569,0.407590286,0.396755281,0.416867606,0.414075223,0.42466108,0.419865986,0.421829905,0.434669296,0.436463048
MLI,Mali,0.319108044,0.319200541,0.321346617,0.32316887,0.323255386,0.323058114,0.324205671,0.325920794,0.328123754,0.330850357,0.323377113,0.291762213,0.301651983,0.304766864,0.298963439,0.306099028,0.306266178,0.280311361,0.284378742,0.2905191,0.291213443,0.308011556,0.307270806,0.303517019,0.2993747,0.292367236
MLT,Malta,0.437834012,0.432379874,0.459215926,0.447081697,0.457747988,0.482693648,0.494742579,0.4919485,0.498961747,0.485346353,0.510642771,0.579890347,0.589779097,0.598946771,0.594174677,0.626351921,0.618637841,0.516806881,0.522603422,0.517649197,0.525899406,0.498612892,0.513350813,0.515190306,0.503258826,0.509800394
MHL,Marshall Islands,0.326112711,0.326203172,0.326129571,0.326086142,0.331901769,0.337753778,0.338924671,0.340220816,0.332599893,0.327239045,0.335760923,0.358817247,0.359077652,0.365300478,0.364637298,0.357567305,0.365602148,0.363323625,0.369693437,0.372894696,0.365694054,0.355922379,0.371330556,0.363718819,0.363562308,0.358853804
MRT,Mauritania,0.34835667,0.3481899,0.348087998,0.347756295,0.34929412,0.350440333,0.360201507,0.370087417,0.359948543,0.344723132,0.337596873,0.308481217,0.309590451,0.29350898,0.304921785,0.283541431,0.283637553,0.296416984,0.299552205,0.313844784,0.315705151,0.348310731,0.353526828,0.361429919,0.361894003,0.357162417
MUS,Mauritius,0.429132863,0.430097526,0.438526017,0.448004428,0.449480608,0.451146614,0.459489485,0.463420312,0.461599226,0.457737903,0.435302115,0.458910225,0.465030125,0.486595199,0.492048509,0.508189545,0.515660648,0.51902891,0.52643793,0.537643098,0.540925101,0.526236247,0.52660903,0.551885703,0.554077488,0.568485093
MEX,Mexico,0.352384118,0.352839763,0.359101515,0.365764571,0.371666056,0.378332094,0.385522097,0.392584236,0.39173412,0.390822137,0.401713603,0.478447752,0.480368746,0.479391778,0.483347303,0.508029147,0.510784853,0.51802701,0.518907109,0.378000591,0.37686783,0.375483099,0.377567562,0.376127134,0.370000351,0.366048159
FSM,"Micronesia, Federated States of",0.323245052,0.323362093,0.320250538,0.317490143,0.314167658,0.31079335,0.312098543,0.313355533,0.315235797,0.343986637,0.35089035,0.357428186,0.35315623,0.346330139,0.340578567,0.337045889,0.332857561,0.337212049,0.339976461,0.348004516,0.351187541,0.354764855,0.356465416,0.35501456,0.353907116,0.354059188
MDA,"Moldova, Republic of",0.423887994,0.426549438,0.43002014,0.425082891,0.411795268,0.39998734,0.426223672,0.39998388,0.415216014,0.415427805,0.4344658,0.397193406,0.412336943,0.408041769,0.384694908,0.395787101,0.400500392,0.40078131,0.402806631,0.407799221,0.399639138,0.415102344,0.425399763,0.430135596,0.43500502,0.433954007
MCO,Monaco,0.693436218,0.701348544,0.709887903,0.61828383,0.725002319,0.697744777,0.70378263,0.749894977,0.681656857,0.751483847,0.578580906,0.732679449,0.780838458,0.769836413,0.64415676,0.741312762,0.755231994,0.693612816,0.728283329,0.762280212,0.727757155,0.78753584,0.85170271,0.718907231,0.848966013,0.74746017
MNG,Mongolia,0.405376921,0.4041838,0.415423266,0.408651873,0.407426455,0.405344004,0.412105894,0.422098906,0.418294683,0.407396499,0.403998024,0.384615693,0.383646679,0.381185115,0.385685451,0.378727984,0.381060247,0.385296407,0.402580265,0.429787242,0.42516111,0.45170058,0.456176394,0.459473709,0.46321676,0.460150764
MNE,Montenegro,0.418528173,0.418528173,0.418528173,0.418528173,0.421018617,0.423509061,0.423406124,0.422610132,0.410699876,0.410203887,0.43559264,0.501419846,0.399338802,0.421389097,0.432939479,0.429560493,0.429637894,0.453577688,0.45038829,0.464416872,0.469156877,0.459369636,0.457861321,0.467152946,0.47763328,0.469314495
MAR,Morocco,0.356396865,0.35650354,0.363168778,0.368306403,0.362968016,0.35834495,0.355082946,0.351481575,0.345934476,0.353014703,0.345333326,0.356267124,0.359427618,0.363449971,0.371636217,0.372846445,0.362953341,0.372614807,0.379315523,0.407306755,0.412842223,0.411690032,0.412770754,0.416277324,0.419723068,0.432120036
MOZ,Mozambique,0.288715411,0.288729463,0.291593958,0.294462718,0.294182855,0.293903864,0.294709682,0.295574641,0.290794404,0.288072825,0.276829836,0.27565234,0.274267093,0.276367051,0.277910286,0.281196344,0.281129832,0.270245342,0.259545379,0.275897684,0.274145764,0.264458899,0.259673394,0.269120512,0.272910628,0.268563511
MMR,Myanmar,0.238884473,0.239487455,0.239433716,0.239369847,0.237969604,0.236570054,0.238199449,0.23825555,0.239920551,0.232945991,0.260351283,0.329993333,0.328566975,0.332206737,0.329938168,0.353515194,0.36325457,0.383332741,0.195224158,0.219194502,0.230895644,0.269129759,0.272735922,0.274321414,0.273729054,0.282121929
NAM,Namibia,0.379751244,0.379331721,0.374325845,0.370455952,0.364268069,0.358565678,0.360265426,0.361028883,0.364043294,0.359346766,0.353166013,0.360927969,0.364758163,0.379111864,0.364352845,0.361623898,0.362407638,0.366253262,0.369549219,0.372667454,0.372581653,0.384977267,0.37843623,0.383745772,0.37760399,0.376780474
NRU,Nauru,0.541430828,0.541430828,0.543863464,0.5462961,0.545162832,0.544029564,0.543942698,0.543855832,0.544029888,0.541287774,0.536045441,0.544952056,0.523457232,0.506288595,0.516811884,0.540796818,0.52397963,0.526908408,0.477634675,0.394789244,0.386322218,0.44931944,0.412029988,0.467055688,0.474126285,0.488117997
NPL,Nepal,0.352822087,0.35199543,0.345522446,0.339073731,0.332316428,0.325538966,0.321688033,0.318055788,0.31367656,0.298629162,0.307823521,0.311235398,0.312788912,0.312088843,0.312045266,0.312319514,0.30902596,0.314611754,0.324410801,0.343225693,0.342744311,0.356576032,0.355643185,0.358379011,0.35183618,0.355569664
NLD,Netherlands,0.602242933,0.609146305,0.613729735,0.620749745,0.632677659,0.636239313,0.620916709,0.61764857,0.61721652,0.614698999,0.624407298,0.649672519,0.659443564,0.675613071,0.677581111,0.678671617,0.690087465,0.686990148,0.695591317,0.717328647,0.710283928,0.696281183,0.694897441,0.691361046,0.687909036,0.684251309
NZL,New Zealand,0.645918655,0.647932402,0.653057347,0.661546291,0.664980073,0.665597387,0.669826556,0.671773708,0.674360788,0.682580024,0.692128415,0.745857549,0.75614764,0.760717212,0.76691875,0.772710899,0.776784568,0.778775106,0.78214482,0.801651506,0.803203667,0.793379585,0.792966307,0.785427634,0.703968234,0.704072479
NIC,Nicaragua,0.320043305,0.320112955,0.319851801,0.321043679,0.320858703,0.321404809,0.327156428,0.333420007,0.333492406,0.334246962,0.324508543,0.293016013,0.297940767,0.293743468,0.288557183,0.276064859,0.279171945,0.291295162,0.300276825,0.30283826,0.308011381,0.305052656,0.305772505,0.278288492,0.272028829,0.27192623
NER,Niger,0.29101544,0.291017399,0.291063275,0.291111381,0.294388082,0.297659203,0.294634272,0.291654343,0.29843756,0.291116868,0.291968173,0.26338491,0.280101777,0.281087165,0.278079334,0.267840441,0.276944103,0.268660983,0.277030294,0.280276182,0.282520027,0.305100943,0.311443298,0.334269663,0.340114911,0.333103573
NGA,Nigeria,0.294585228,0.29458688,0.299069436,0.303556363,0.300199541,0.29735226,0.288787093,0.280349377,0.281922171,0.280374879,0.317178719,0.38492395,0.389965627,0.400206767,0.3958807,0.416473693,0.419178804,0.420238595,0.423885769,0.20386844,0.212662892,0.231082075,0.230407461,0.234178919,0.239258012,0.250858246
NOR,Norway,0.649567904,0.655895903,0.66158502,0.664544267,0.66913776,0.670976565,0.674621087,0.679313558,0.677884886,0.678816621,0.697876519,0.743366,0.746535625,0.748759908,0.746547223,0.762199535,0.76214225,0.761881923,0.786692853,0.799358187,0.800581706,0.79153613,0.7929965,0.784016221,0.772844405,0.765146395
OMN,Oman,0.366683155,0.366677319,0.368752219,0.371379009,0.377120555,0.382781919,0.389838547,0.39627265,0.393530698,0.397665457,0.394339833,0.427104593,0.435595414,0.443529466,0.444909904,0.454595504,0.45003454,0.462682123,0.471479041,0.499529539,0.498542813,0.49322085,0.49108837,0.491479366,0.50344152,0.505513018
PAK,Pakistan,0.342124703,0.342126339,0.33890389,0.335690527,0.335651399,0.335744812,0.333967759,0.330462713,0.33586051,0.324914445,0.347817575,0.423710892,0.423004968,0.42039537,0.420356652,0.444453191,0.440228304,0.443696159,0.451307477,0.282209369,0.280220014,0.27796646,0.281671041,0.282720801,0.28532335,0.310739348
PLW,Palau,0.39754432,0.398749317,0.400765192,0.402781067,0.403608307,0.404435548,0.397890353,0.400064105,0.404188878,0.407547333,0.420879981,0.429308575,0.428964094,0.430182347,0.43021172,0.425278405,0.420584893,0.423404172,0.424931653,0.426237243,0.4215725,0.433621613,0.42331076,0.432100989,0.432203477,0.423944653
PAN,Panama,0.342448951,0.34623152,0.354211467,0.36122504,0.357885598,0.352240666,0.355501081,0.359112137,0.353583319,0.356997334,0.349172879,0.357600539,0.363443616,0.373576136,0.372965119,0.381066496,0.386033745,0.377307567,0.38399448,0.406695899,0.408270382,0.397207393,0.392694475,0.39645178,0.386626422,0.380313392
PNG,Papua New Guinea,0.295319168,0.295498271,0.296310641,0.297121205,0.294078544,0.291000846,0.286080043,0.281242244,0.277676814,0.277968912,0.263033926,0.262231883,0.26842963,0.264932451,0.261638627,0.272245563,0.27268467,0.275170094,0.275402012,0.291458911,0.281115956,0.290641575,0.286712379,0.28926141,0.280867622,0.284290882
PRY,Paraguay,0.2769149,0.277279311,0.271472318,0.266780033,0.264947593,0.263401012,0.265536912,0.269896411,0.27608302,0.283919864,0.285535622,0.268081884,0.276913441,0.302540205,0.304328765,0.305250432,0.311944671,0.314047803,0.316862055,0.340288567,0.346247328,0.364788901,0.362917981,0.365447501,0.359978138,0.363232491
PER,Peru,0.352610918,0.352064743,0.357249483,0.336254526,0.334595059,0.331582938,0.329651414,0.329297847,0.334563531,0.339892175,0.332904938,0.351417413,0.352272054,0.359559053,0.351722843,0.365563152,0.378383775,0.379903305,0.38675002,0.398631686,0.40177089,0.407028786,0.40170737,0.404106602,0.40863757,0.405183277
PHL,Philippines,0.328371482,0.32927878,0.333042262,0.337411107,0.323182962,0.309163207,0.312517658,0.315395279,0.302839039,0.295504511,0.304793277,0.292069126,0.29305832,0.286194006,0.285802142,0.291752651,0.302626682,0.316722539,0.329140106,0.346554045,0.340479805,0.326374944,0.331838896,0.329548438,0.331956825,0.340289877
POL,Poland,0.451281179,0.452146401,0.456942875,0.459495579,0.455743004,0.454824093,0.456789635,0.462270682,0.458240551,0.449971011,0.45398606,0.452352046,0.465113754,0.479684482,0.487061852,0.496320046,0.511425858,0.521220648,0.540641241,0.566574839,0.574415702,0.560694081,0.557879446,0.558774738,0.546491949,0.54591425
PRT,Portugal,0.448065557,0.451197532,0.453238867,0.458970163,0.460029568,0.462159885,0.470834745,0.479123334,0.479123509,0.474793375,0.473138251,0.479698185,0.49963182,0.519444666,0.524743008,0.528401529,0.539549383,0.559771319,0.567588997,0.587196609,0.598458951,0.577835463,0.583439397,0.583270532,0.582476708,0.578285065
QAT,Qatar,0.377508227,0.379998503,0.393120005,0.405302967,0.408807603,0.410782799,0.412221018,0.414553505,0.417353305,0.416260241,0.445945604,0.520907002,0.517761349,0.46176919,0.480260637,0.486828184,0.470267586,0.481810903,0.497341986,0.500163225,0.499629532,0.502697707,0.497871644,0.50257672,0.507690047,0.534836526
ROU,Romania,0.378184222,0.382650094,0.380724975,0.371413049,0.366262625,0.367732066,0.376372509,0.389527324,0.382578429,0.390694346,0.400693783,0.388479713,0.423764479,0.442491117,0.449542277,0.426515296,0.414677742,0.391834883,0.40160362,0.420165591,0.434657768,0.429252383,0.432548639,0.439106237,0.423385411,0.435258172
RUS,Russian Federation,0.389075397,0.391355273,0.388823954,0.397779446,0.408407249,0.415121358,0.432628475,0.448161098,0.451149266,0.441747841,0.472835636,0.552382178,0.558109547,0.573227345,0.561138798,0.596113572,0.592648286,0.603947964,0.611334293,0.4849821,0.511420467,0.530654484,0.530240536,0.541454598,0.549612034,0.550336508
RWA,Rwanda,0.246870875,0.246876794,0.249273096,0.25167444,0.256701258,0.262008638,0.269516919,0.276928717,0.284743652,0.284731741,0.266437915,0.264015295,0.276804637,0.290200121,0.31049913,0.343275351,0.352107684,0.352963351,0.358290132,0.388698812,0.390427118,0.405936623,0.411388461,0.416526659,0.414941057,0.42569475
KNA,Saint Kitts and Nevis,0.433388677,0.434765537,0.432351453,0.430222066,0.433746496,0.437593431,0.439245889,0.446790071,0.456707025,0.462366932,0.521683429,0.489896605,0.4808863,0.486580534,0.506052726,0.528769156,0.534607183,0.539425898,0.549589576,0.53919899,0.558491121,0.549421354,0.569680357,0.552394777,0.552330948,0.566297662
LCA,Saint Lucia,0.443154804,0.443462401,0.435165191,0.426878566,0.439029712,0.451718199,0.442369736,0.434430511,0.451484942,0.451532168,0.503048638,0.457885338,0.450847986,0.45813687,0.463349314,0.465975425,0.465991044,0.454613017,0.460621832,0.455613285,0.4617258,0.4650229,0.455945515,0.44970543,0.442779711,0.445981459
VCT,Saint Vincent and the Grenadines,0.431132397,0.431520448,0.429299401,0.427220524,0.431244869,0.434854865,0.432971783,0.430680212,0.440954647,0.445387119,0.50106824,0.477868186,0.472223989,0.479196472,0.484659901,0.49537517,0.498533145,0.497984131,0.484508368,0.488624479,0.49167975,0.480629141,0.473477319,0.476453689,0.473383508,0.476475038
WSM,Samoa,0.363006692,0.363065107,0.358793027,0.354493703,0.360659823,0.361670483,0.362706561,0.363678128,0.36788193,0.363786858,0.368174237,0.38796081,0.388273842,0.384693563,0.375636371,0.392650874,0.404542427,0.407820525,0.414333147,0.429532223,0.43057783,0.426838707,0.434241953,0.431470138,0.432062397,0.428495698
SMR,San Marino,0.563679596,0.564084032,0.565875367,0.569635836,0.58275892,0.586045748,0.58693256,0.587248348,0.586992854,0.585946971,0.602793446,0.678103769,0.678664167,0.68533483,0.698129341,0.720681331,0.710788386,0.716000473,0.623753014,0.577769798,0.624012399,0.626760902,0.627889959,0.623222449,0.622247033,0.631015376
STP,Sao Tome and Principe,0.398118548,0.398152127,0.387605345,0.37687209,0.383272207,0.390825331,0.385540833,0.380326235,0.374043332,0.376572879,0.319677352,0.303231854,0.304108869,0.306019251,0.308792018,0.310736094,0.310671463,0.340500251,0.342000634,0.353446169,0.358165861,0.360759531,0.36273586,0.3672711,0.364621998,0.361616551
SAU,Saudi Arabia,0.301513752,0.302222476,0.304208603,0.305647638,0.310465318,0.313435913,0.319082437,0.324958639,0.329052921,0.315794817,0.343105052,0.364315669,0.376619846,0.406128399,0.409514246,0.430944929,0.423291542,0.436505901,0.457337578,0.477051953,0.478944543,0.504325846,0.502668922,0.503507685,0.503440972,0.542993952
SEN,Senegal,0.335538643,0.33556147,0.334140062,0.332799805,0.337228997,0.34194807,0.346816764,0.350888112,0.342071302,0.34872451,0.333234062,0.293588724,0.294704584,0.295286235,0.318158845,0.294006,0.294065801,0.30501231,0.309706925,0.313956216,0.321288905,0.334276309,0.33241836,0.34400845,0.348908371,0.349655224
SRB,Serbia,0.330367383,0.330367383,0.321071786,0.31177619,0.315146033,0.318515875,0.334861394,0.350028181,0.357840723,0.363884763,0.343581665,0.359002767,0.371377607,0.376029782,0.376327718,0.381002449,0.38223954,0.380410255,0.399959497,0.41946228,0.412893571,0.417313255,0.447365191,0.451209482,0.45201556,0.445012806
SYC,Seychelles,0.434710156,0.435315893,0.425689908,0.416230743,0.419358621,0.419965744,0.416460704,0.412426882,0.413752634,0.400467528,0.434110854,0.403814299,0.403668914,0.40999419,0.407368318,0.404453916,0.40828707,0.408039574,0.417776442,0.424339958,0.443787104,0.430211192,0.444321968,0.445917587,0.451610152,0.458107228
SLE,Sierra Leone,0.274061713,0.274065029,0.274749284,0.275435082,0.27384876,0.272320039,0.283743266,0.294858981,0.291539285,0.302601084,0.284020431,0.249560506,0.256834997,0.251728632,0.270588279,0.251828901,0.26201459,0.26871026,0.278916097,0.289364571,0.294985427,0.308109246,0.319715327,0.318728212,0.31869908,0.316063663
SGP,Singapore,0.567409046,0.580025093,0.590292925,0.594078974,0.607294634,0.632958319,0.635768621,0.651456849,0.649752647,0.659669296,0.658123515,0.716558407,0.731826803,0.741313576,0.724556737,0.754539279,0.768602665,0.776996403,0.790395317,0.814562579,0.813248361,0.79269908,0.798453896,0.80227663,0.803691829,0.804268921
SVK,Slovakia,0.426753321,0.422553551,0.426825245,0.428993106,0.430492325,0.434933172,0.441742787,0.453801674,0.459824542,0.465938154,0.480029324,0.504232273,0.517252558,0.516502949,0.514049847,0.50845953,0.509198319,0.502709953,0.507937611,0.513255162,0.502324802,0.503940933,0.501737388,0.508606696,0.508822091,0.513056873
SVN,Slovenia,0.53229158,0.529789476,0.530209527,0.542487042,0.532721481,0.535434245,0.543146527,0.549415893,0.550540423,0.562198783,0.568807195,0.566423889,0.576043524,0.572039636,0.597108597,0.621061417,0.628602455,0.629296686,0.626153214,0.634052063,0.626238917,0.62116313,0.612530072,0.607070537,0.610123597,0.603749116
SLB,Solomon Islands,0.455043832,0.455043832,0.446073554,0.437103275,0.397774267,0.358445259,0.349143481,0.339841702,0.336976947,0.368954737,0.368631903,0.371294352,0.362648694,0.365027222,0.366046602,0.355772439,0.36186231,0.358813325,0.375829693,0.386495786,0.411252717,0.405686034,0.414427509,0.410982729,0.41206862,0.41448386
SOM,Somalia,0.270155075,0.270155075,0.270642727,0.27113038,0.269682494,0.268234609,0.279981995,0.291729382,0.267403401,0.245544425,0.28898647,0.376561823,0.368056198,0.358820848,0.369483381,0.412335344,0.416268936,0.427538439,0.436271803,0.45561335,0.460380997,0.356289314,0.358176261,0.354791799,0.354086905,0.356161841
ZAF,South Africa,0.374441716,0.372675242,0.366965125,0.363828354,0.365495133,0.374316463,0.373303197,0.371789245,0.372682675,0.375489872,0.372716084,0.371264509,0.366164498,0.363291702,0.365132885,0.354114095,0.353779757,0.354752279,0.368836909,0.376124742,0.370413006,0.388936543,0.371812008,0.367314812,0.366257937,0.36399868
ESP,Spain,0.479867042,0.485238744,0.490551005,0.496419865,0.506409695,0.518671798,0.517742202,0.520144003,0.519218874,0.517975704,0.52678426,0.535339917,0.537836208,0.540494244,0.531693247,0.523737782,0.530370718,0.532967334,0.530982786,0.53662228,0.541795742,0.541431089,0.546092492,0.542066139,0.541871683,0.536000249
LKA,Sri Lanka,0.355603771,0.354025357,0.356132259,0.357085659,0.354292128,0.349207031,0.358480259,0.366828317,0.362259422,0.358406105,0.34005741,0.337434234,0.336793075,0.338277333,0.33599322,0.330631825,0.333620315,0.339023051,0.354022327,0.370458858,0.387672219,0.387917677,0.38570622,0.386970579,0.396717015,0.398112578
SDN,Sudan,0.275282143,0.275290889,0.278913116,0.282549059,0.284639383,0.286927004,0.292399335,0.297757187,0.285949967,0.296765963,0.25939118,0.243432295,0.2423133,0.241096868,0.250959476,0.241422925,0.242934958,0.238590438,0.2459991,0.247465061,0.246025288,0.260610526,0.263969389,0.268658585,0.266706468,0.263189014
SUR,Suriname,0.370158402,0.370272379,0.373680367,0.377049954,0.375912637,0.375237859,0.375377569,0.374948122,0.380678325,0.374675027,0.396383128,0.315658891,0.316509138,0.321703253,0.318568867,0.308512006,0.312505741,0.31309661,0.318108656,0.320042277,0.327754469,0.326921562,0.338568465,0.334638931,0.332927797,0.331987401
